nama_paket,nama_kapal,kategori,harga,harga_numeric,durasi,kapasitas,destinasi,fasilitas,layanan,fitur,deskripsi,image_url,link,sumber,content,combined_text,processed_text
Komodo Tour PackageSemesta Voyages,PackageSemesta Voyages,OPEN_TRIP,IDR 15.000.000,15000000,3D2N,18 Guests,"komodo, padar, pink beach, labuan bajo, kelor","jacuzzi, ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip",PackageSemesta Voyages adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-semesta-voyages/,phinisitrip.com,"Komodo Tour PackageSemesta Voyages OPEN_TRIP 3D2N 18 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip","PackageSemesta Voyages OPEN_TRIP IDR 15.000.000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip PackageSemesta Voyages adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagesemesta voyages opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach trekking bathroom private charter jacuzzi kelor open trip packagesemesta voyages mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageVhale Liveaboard,PackageVhale,OPEN_TRIP,IDR 9.000.000,9000000,3D2N,36 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageVhale adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-vhale/,phinisitrip.com,"Komodo Tour PackageVhale Liveaboard OPEN_TRIP 3D2N 36 Guests ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageVhale OPEN_TRIP IDR 9.000.000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageVhale adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagevhale opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagevhale mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageLa Nissa Phinisi,PackageLa Nissa,OPEN_TRIP,IDR 7.750.000,7750000,3D2N,17 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, dining area, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip","shower, ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageLa Nissa adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-la-nissa-phinisi/,phinisitrip.com,"Komodo Tour PackageLa Nissa Phinisi OPEN_TRIP 3D2N 17 Guests shower, ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageLa Nissa OPEN_TRIP IDR 7.750.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageLa Nissa adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagela nissa opentrip komodo padar pink beach labu bajo kelor shower ac ning area snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagela nissa mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageNeptune Cruise,PackageNeptune Cruise,OPEN_TRIP,IDR 14.750.000,14750000,3D2N,14 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, snorkeling equipment, shower","snorkeling, diving, trekking, private charter, open trip","shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip",PackageNeptune Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-neptune-cruise/,phinisitrip.com,"Komodo Tour PackageNeptune Cruise OPEN_TRIP 3D2N 14 Guests shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip","PackageNeptune Cruise OPEN_TRIP IDR 14.750.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, diving, kelor, open trip PackageNeptune Cruise adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packageneptune cruise opentrip komodo padar pink beach labu bajo kelor shower ac snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking diving kelor open trip packageneptune cruise mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageGammara Phinisi,PackageGammara,OPEN_TRIP,IDR 8.250.000,8250000,3D2N,14 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, dining area, lounge, snorkeling equipment, shower","snorkeling, trekking, private charter, open trip","shower, ac, dining area, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageGammara adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-gammara-phinisi/,phinisitrip.com,"Komodo Tour PackageGammara Phinisi OPEN_TRIP 3D2N 14 Guests shower, ac, dining area, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageGammara OPEN_TRIP IDR 8.250.000 komodo, padar, pink beach, labuan bajo, kelor shower, ac, dining area, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageGammara adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagegammara opentrip komodo padar pink beach labu bajo kelor shower ac ning area lounge snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagegammara mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageBombana 02 Liveaboard,PackageBombana 02,OPEN_TRIP,"IDR 4,750,000",4750000,3D2N,15 Guests,"komodo, padar, pink beach, labuan bajo, kelor","jacuzzi, bar, ac, bathroom, cabin, lounge, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip",PackageBombana 02 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-bombana-02-liveaboard/,phinisitrip.com,"Komodo Tour PackageBombana 02 Liveaboard OPEN_TRIP 3D2N 15 Guests ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip","PackageBombana 02 OPEN_TRIP IDR 4,750,000 komodo, padar, pink beach, labuan bajo, kelor ac, lounge, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, bathroom, private charter, jacuzzi, kelor, open trip PackageBombana 02 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagebombana opentrip komodo padar pink beach labu bajo kelor ac lounge snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach trekking bathroom private charter jacuzzi kelor open trip packagebombana mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Island Tour Packages & Liveaboard Trips,Island & Trips,OPEN_TRIP,"IDR 8,750,000",8750000,3D2N,3 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","bar, ac, cabin, snorkeling equipment","snorkeling, diving, private charter, open trip, kayak","ac, snorkeling, kayak, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, open trip, diving, kelor, kanawa",Island & Trips adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-island-tour-packages/,phinisitrip.com,"Komodo Island Tour Packages & Liveaboard Trips OPEN_TRIP 3D2N 3 Guests ac, snorkeling, kayak, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, open trip, diving, kelor, kanawa","Island & Trips OPEN_TRIP IDR 8,750,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, kayak, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, private charter, open trip, diving, kelor, kanawa Island & Trips adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",island trips opentrip komodo padar pink beach labu bajo kanawa kelor ac snorkeling kayak labu bajo bar snorkeling equipment komodo cabin padar pink beach private charter open trip diving kelor kanawa island trips mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageSands Bajo,PackageSands Bajo,OPEN_TRIP,"IDR 5,850,000",5850000,3D2N,12 Guests,"komodo, padar, pink beach, labuan bajo, kelor","ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageSands Bajo adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-sands-bajo/,phinisitrip.com,"Komodo Tour PackageSands Bajo OPEN_TRIP 3D2N 12 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageSands Bajo OPEN_TRIP IDR 5,850,000 komodo, padar, pink beach, labuan bajo, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageSands Bajo adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagesands bajo opentrip komodo padar pink beach labu bajo kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagesands bajo mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageNK Jaya 2,PackageNK Jaya 2,OPEN_TRIP,"IDR 4,500,000",4500000,3D2N,13 Guests,"komodo, padar, pink beach, labuan bajo, kanawa, kelor","jacuzzi, ac, bathroom, cabin, snorkeling equipment","snorkeling, trekking, island hopping, private charter, open trip","ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, island hopping, bathroom, private charter, jacuzzi, kelor, kanawa, open trip",PackageNK Jaya 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-nk-jaya-2/,phinisitrip.com,"Komodo Tour PackageNK Jaya 2 OPEN_TRIP 3D2N 13 Guests ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, island hopping, bathroom, private charter, jacuzzi, kelor, kanawa, open trip","PackageNK Jaya 2 OPEN_TRIP IDR 4,500,000 komodo, padar, pink beach, labuan bajo, kanawa, kelor ac, snorkeling, labuan bajo, snorkeling equipment, komodo, cabin, padar, pink beach, trekking, island hopping, bathroom, private charter, jacuzzi, kelor, kanawa, open trip PackageNK Jaya 2 adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagenk jaya opentrip komodo padar pink beach labu bajo kanawa kelor ac snorkeling labu bajo snorkeling equipment komodo cabin padar pink beach trekking island hopping bathroom private charter jacuzzi kelor kanawa open trip packagenk jaya mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
Komodo Tour PackageRevfiero,PackageRevfiero,OPEN_TRIP,"IDR 4,500,000",4500000,3D2N,15 Guests,"komodo, padar, pink beach, labuan bajo, kelor","bar, ac, bathroom, cabin, dining area, snorkeling equipment","snorkeling, trekking, private charter, open trip","ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip",PackageRevfiero adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.,https://phinisitrip.com/wp-content/uploads/2025/08/phinisitrip.webp,https://phinisitrip.com/komodo-tour-package-revfiero/,phinisitrip.com,"Komodo Tour PackageRevfiero OPEN_TRIP 3D2N 15 Guests ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip","PackageRevfiero OPEN_TRIP IDR 4,500,000 komodo, padar, pink beach, labuan bajo, kelor ac, dining area, snorkeling, labuan bajo, bar, snorkeling equipment, komodo, cabin, padar, pink beach, bathroom, private charter, trekking, kelor, open trip PackageRevfiero adalah kapal phinisi mewah yang menawarkan pengalaman berlayar eksklusif di Komodo Island. Dilengkapi fasilitas premium dan pelayanan profesional.",packagerevfiero opentrip komodo padar pink beach labu bajo kelor ac ning area snorkeling labu bajo bar snorkeling equipment komodo cabin padar pink beach bathroom private charter trekking kelor open trip packagerevfiero mewah tawar alam layar eksklusif komodo island lengkap fasilitas premium layan profesional
